transaction_id,amount,hour,country,merchant_category,device,country_risk_score,is_fraud
T000127,17.47,19,DE,grocery,mobile,0.124,0
T001346,5.3,22,CH,grocery,desktop,0.067,0
T001279,20.38,9,CH,restaurant,desktop,0.044,0
T001968,25.15,4,BR,electronics,unknown,0.642,1
T000927,30.76,21,CH,restaurant,pos,0.058,0
T000980,39.31,20,CH,grocery,desktop,0.095,0
T001964,297.61,3,NG,travel,emulator,0.667,1
T000190,18.77,10,CH,retail,mobile,0.185,0
T001139,37.36,22,CH,retail,desktop,0.164,0
T000992,21.15,9,CH,retail,mobile,0.095,0
T001955,93.92,4,NG,electronics,unknown,0.841,1
T001656,27.14,16,FR,restaurant,mobile,0.115,0
T000606,15.42,12,IT,restaurant,desktop,0.103,0
T000180,35.71,8,DE,retail,mobile,0.057,0
T000301,17.53,16,IT,retail,desktop,0.106,0
T000496,13.17,10,CH,grocery,pos,0.014,0
T001720,33.38,9,CH,restaurant,mobile,0.187,0
T001709,13.67,7,CH,fuel,desktop,0.104,0
T001887,31.64,9,CH,fuel,desktop,0.161,0
T001991,43.72,0,RU,gift_cards,vpn,0.763,1
T000517,13.65,11,DE,fuel,pos,0.105,0
T001984,70.92,1,BR,travel,vpn,0.635,1
T001069,30.2,8,CH,grocery,mobile,0.18,0
T000476,34.67,19,CH,fuel,desktop,0.124,0
T000157,32.6,10,CH,retail,desktop,0.058,0
T001243,13.35,6,CH,fuel,desktop,0.179,0
T001195,31.95,6,IT,grocery,desktop,0.093,0
T000016,13.36,6,FR,retail,mobile,0.107,0
T001535,9.42,16,CH,grocery,mobile,0.199,0
T001072,25.69,22,CH,retail,mobile,0.062,0
T001971,264.47,0,CN,travel,vpn,0.635,1
T000546,34.68,21,CH,grocery,pos,0.169,0
T001539,4.38,7,CH,grocery,mobile,0.149,0
T000658,27.63,15,CH,retail,mobile,0.165,0
T001625,46.9,15,CH,retail,mobile,0.059,0
T001019,31.64,16,CH,retail,desktop,0.132,0
T001662,6.87,15,FR,grocery,mobile,0.145,0
T001504,22.15,16,DE,restaurant,mobile,0.034,0
T000959,32.09,19,CH,restaurant,pos,0.179,0
T001881,64.67,17,CH,retail,pos,0.053,0
T000283,11.67,14,DE,retail,mobile,0.148,0
T000797,36.93,9,CH,retail,desktop,0.126,0
T001626,18.76,8,CH,grocery,pos,0.058,0
T000225,47.15,18,DE,fuel,mobile,0.021,0
T000026,12.3,8,FR,restaurant,mobile,0.13,0
T001770,25.18,20,CH,grocery,desktop,0.087,0
T000437,10.72,19,IT,retail,mobile,0.117,0
T001948,61.54,4,BR,crypto,emulator,0.604,1
T001388,25.01,22,DE,retail,desktop,0.095,0
T000229,36.88,22,CH,restaurant,mobile,0.156,0
T000037,7.57,8,IT,retail,pos,0.096,0
T000749,10.55,9,CH,retail,mobile,0.128,0
T001045,41.69,18,CH,grocery,mobile,0.133,0
T001398,50.41,19,CH,fuel,mobile,0.041,0
T000469,17.37,9,CH,retail,desktop,0.181,0
T001692,41.38,21,DE,restaurant,desktop,0.025,0
T001967,93.87,4,NG,crypto,emulator,0.74,1
T000687,19.59,8,CH,grocery,mobile,0.06,0
T001843,25.94,9,CH,fuel,mobile,0.046,0
T000639,11.28,20,CH,retail,mobile,0.119,0
T001712,6.66,9,CH,restaurant,desktop,0.162,0
T001218,14.86,21,CH,retail,mobile,0.165,0
T001158,44.21,22,CH,retail,pos,0.176,0
T001415,42.81,22,CH,restaurant,pos,0.074,0
T001527,61.93,14,CH,grocery,desktop,0.056,0
T001655,20.55,13,DE,restaurant,mobile,0.109,0
T001300,16.43,18,CH,grocery,pos,0.165,0
T001822,21.44,11,CH,fuel,pos,0.027,0
T000800,43.08,15,CH,fuel,mobile,0.138,0
T001603,15.19,20,CH,grocery,desktop,0.092,0
T000160,13.67,15,CH,fuel,mobile,0.072,0
T000956,30.13,8,CH,restaurant,mobile,0.08,0
T001186,13.61,12,FR,grocery,mobile,0.035,0
T000821,57.15,7,CH,restaurant,mobile,0.02,0
T001681,24.18,14,FR,fuel,mobile,0.171,0
T000877,28.06,8,CH,restaurant,mobile,0.096,0
T000913,63.21,15,CH,retail,mobile,0.125,0
T000152,16.31,18,DE,restaurant,mobile,0.075,0
T001870,12.64,12,CH,grocery,desktop,0.058,0
T001776,17.0,6,CH,grocery,mobile,0.186,0
T000509,14.9,20,DE,retail,pos,0.109,0
T001135,43.75,20,DE,restaurant,mobile,0.09,0
T001250,29.92,22,DE,retail,mobile,0.092,0
T001683,29.8,7,CH,retail,mobile,0.148,0
T000103,15.16,20,IT,grocery,desktop,0.194,0
T001445,16.6,20,CH,restaurant,mobile,0.068,0
T001443,11.27,21,IT,restaurant,mobile,0.127,0
T000586,18.62,9,CH,restaurant,desktop,0.139,0
T001768,26.41,16,CH,fuel,desktop,0.186,0
T001143,26.45,21,FR,fuel,desktop,0.127,0
T000053,35.41,8,IT,fuel,desktop,0.013,0
T000151,30.2,20,CH,restaurant,desktop,0.142,0
T000403,25.23,6,CH,grocery,mobile,0.095,0
T001942,459.23,2,BR,gift_cards,emulator,0.699,1
T000207,33.39,12,CH,retail,mobile,0.064,0
T001894,23.27,16,CH,retail,desktop,0.094,0
T001122,35.99,22,CH,restaurant,mobile,0.089,0
T001890,34.05,14,CH,retail,desktop,0.151,0
T000008,18.51,22,CH,retail,mobile,0.167,0
T001014,69.52,15,FR,retail,mobile,0.05,0
T001906,9.56,12,CH,grocery,desktop,0.05,0
T001060,38.98,21,CH,retail,desktop,0.029,0
T000452,13.58,7,CH,grocery,desktop,0.16,0
T000253,45.58,11,DE,grocery,desktop,0.083,0
T001327,22.5,6,DE,grocery,pos,0.073,0
T000896,22.19,18,CH,fuel,desktop,0.156,0
T001733,20.45,21,CH,retail,desktop,0.194,0
T000880,111.74,13,CH,restaurant,pos,0.151,0
T001595,13.39,21,CH,grocery,mobile,0.07,0
T001888,18.46,6,CH,grocery,desktop,0.013,0
T000623,55.0,7,CH,restaurant,desktop,0.136,0
T000345,28.2,17,FR,fuel,pos,0.053,0
T001702,35.9,10,CH,fuel,mobile,0.059,0
T000262,3.51,18,CH,grocery,mobile,0.161,0
T001634,20.07,19,CH,fuel,pos,0.088,0
T001321,33.71,21,CH,fuel,mobile,0.023,0
T001438,32.94,9,CH,fuel,mobile,0.068,0
T000150,28.51,9,CH,restaurant,mobile,0.122,0
T000472,9.88,10,CH,restaurant,mobile,0.061,0
T000640,20.06,21,CH,retail,pos,0.086,0
T001982,88.9,3,BR,electronics,unknown,0.891,1
T001882,11.7,7,DE,restaurant,mobile,0.115,0
T000550,25.84,21,CH,grocery,desktop,0.128,0
T001779,16.19,22,CH,fuel,pos,0.183,0
T000928,62.76,22,CH,grocery,pos,0.137,0
T000488,67.51,14,CH,grocery,desktop,0.037,0
T001811,26.79,17,IT,grocery,mobile,0.179,0
T001171,29.04,18,CH,fuel,desktop,0.04,0
T000146,11.68,14,CH,restaurant,desktop,0.036,0
T001704,31.37,15,CH,fuel,mobile,0.141,0
T001928,47.49,12,CH,retail,desktop,0.165,0
T000402,24.61,9,DE,retail,desktop,0.135,0
T000954,23.35,10,DE,retail,pos,0.184,0
T001877,21.64,21,CH,restaurant,pos,0.134,0
T000659,22.5,11,CH,fuel,mobile,0.026,0
T001372,10.77,13,DE,fuel,mobile,0.074,0
T000463,27.89,11,CH,fuel,mobile,0.107,0
T001349,21.44,10,CH,retail,mobile,0.011,0
T000186,32.59,14,DE,grocery,pos,0.158,0
T001147,10.34,11,FR,retail,mobile,0.038,0
T001224,21.95,17,CH,restaurant,mobile,0.191,0
T000608,8.44,15,DE,fuel,desktop,0.175,0
T000143,27.41,16,DE,grocery,mobile,0.082,0
T000751,10.9,15,CH,retail,desktop,0.167,0
T001534,18.55,16,CH,restaurant,mobile,0.028,0
T000981,31.67,21,CH,restaurant,mobile,0.176,0
T000197,26.9,11,CH,grocery,desktop,0.019,0
T001633,45.51,21,CH,retail,pos,0.036,0
T000883,45.9,16,CH,grocery,desktop,0.198,0
T000279,19.47,20,CH,grocery,mobile,0.147,0
T000293,40.84,18,CH,fuel,pos,0.137,0
T001823,16.61,22,IT,fuel,mobile,0.056,0
T000400,9.42,22,CH,retail,mobile,0.096,0
T000122,56.92,20,DE,grocery,desktop,0.061,0
T001207,16.48,12,DE,grocery,pos,0.171,0
T000202,46.99,18,DE,fuel,mobile,0.023,0
T001462,21.64,13,DE,fuel,desktop,0.085,0
T000835,28.23,22,CH,retail,desktop,0.122,0
T000246,18.45,13,CH,retail,mobile,0.2,0
T001439,38.13,18,CH,restaurant,desktop,0.146,0
T001753,8.18,8,CH,retail,mobile,0.056,0
T001901,20.08,22,CH,fuel,pos,0.156,0
T001707,76.7,10,CH,fuel,pos,0.111,0
T001880,43.77,6,CH,grocery,desktop,0.067,0
T001153,11.09,9,CH,grocery,mobile,0.151,0
T001661,22.85,8,CH,retail,mobile,0.196,0
T001426,84.24,22,IT,grocery,mobile,0.123,0
T000384,15.56,17,CH,restaurant,desktop,0.04,0
T001758,64.55,8,CH,fuel,desktop,0.167,0
T000854,57.53,14,DE,fuel,desktop,0.012,0
T001589,25.83,18,IT,retail,mobile,0.163,0
T000219,25.77,22,FR,grocery,pos,0.066,0
T000641,66.78,9,CH,grocery,mobile,0.079,0
T000001,22.58,12,DE,restaurant,mobile,0.197,0
T000112,25.44,22,CH,grocery,mobile,0.015,0
T000698,42.71,15,DE,fuel,pos,0.08,0
T001915,17.71,6,CH,retail,mobile,0.077,0
T000951,30.3,6,CH,restaurant,desktop,0.022,0
T001648,50.02,15,DE,fuel,desktop,0.018,0
T001636,13.83,16,CH,grocery,desktop,0.165,0
T001885,29.02,9,FR,grocery,desktop,0.193,0
T001410,54.43,20,DE,grocery,mobile,0.139,0
T001409,21.1,7,CH,retail,pos,0.045,0
T001533,22.45,8,CH,fuel,pos,0.073,0
T001291,109.49,21,CH,retail,desktop,0.192,0
T001808,9.5,14,CH,grocery,mobile,0.153,0
T000441,24.06,8,CH,restaurant,desktop,0.199,0
T001520,51.04,18,IT,retail,mobile,0.148,0
T001136,50.08,20,IT,restaurant,pos,0.159,0
T001715,23.24,19,CH,fuel,desktop,0.161,0
T001256,66.92,18,IT,fuel,desktop,0.039,0
T001863,8.59,20,CH,fuel,desktop,0.152,0
T001631,14.76,22,CH,grocery,mobile,0.147,0
T001695,78.52,6,DE,fuel,mobile,0.087,0
T001397,13.7,8,CH,restaurant,mobile,0.101,0
T000663,17.71,15,CH,restaurant,desktop,0.182,0
T001835,30.47,11,CH,restaurant,desktop,0.024,0
T001257,31.54,13,IT,grocery,desktop,0.06,0
T001773,27.57,8,DE,grocery,desktop,0.085,0
T001700,30.28,20,FR,grocery,pos,0.055,0
T000317,20.37,19,CH,grocery,mobile,0.191,0
T000648,21.36,12,FR,restaurant,pos,0.04,0
T001434,22.19,12,CH,retail,pos,0.031,0
T001479,18.87,17,DE,retail,desktop,0.059,0
T000709,67.89,12,CH,grocery,pos,0.119,0
T001382,89.51,8,CH,restaurant,mobile,0.058,0
T001282,37.52,19,CH,fuel,pos,0.093,0
T000972,40.63,11,DE,fuel,pos,0.097,0
T000627,22.75,20,CH,retail,pos,0.177,0
T000632,22.31,11,FR,grocery,mobile,0.133,0
T001306,24.95,15,CH,fuel,mobile,0.145,0
T001400,13.09,20,CH,retail,desktop,0.053,0
T001408,20.21,22,CH,grocery,mobile,0.074,0
T001248,28.23,12,FR,retail,mobile,0.149,0
T001952,148.92,5,US,crypto,unknown,0.876,1
T001254,51.24,11,IT,retail,desktop,0.128,0
T001496,84.51,9,CH,restaurant,desktop,0.186,0
T001371,68.51,6,CH,restaurant,desktop,0.118,0
T001529,12.53,8,CH,retail,mobile,0.191,0
T001663,17.04,22,CH,restaurant,mobile,0.104,0
T001354,17.36,10,CH,retail,desktop,0.023,0
T001925,14.13,15,CH,retail,desktop,0.191,0
T001900,37.27,10,CH,grocery,mobile,0.03,0
T001643,32.18,22,CH,grocery,mobile,0.048,0
T001848,43.89,16,CH,restaurant,mobile,0.061,0
T000795,46.15,15,IT,grocery,pos,0.093,0
T000645,20.83,22,CH,grocery,mobile,0.125,0
T001012,85.21,9,DE,retail,mobile,0.146,0
T001839,21.65,10,FR,restaurant,pos,0.099,0
T000556,18.31,9,CH,restaurant,mobile,0.168,0
T000681,12.46,10,DE,fuel,mobile,0.065,0
T000577,38.96,19,CH,retail,pos,0.078,0
T001109,77.36,9,CH,grocery,pos,0.113,0
T001266,22.95,22,CH,retail,mobile,0.072,0
T001722,38.22,8,CH,grocery,desktop,0.044,0
T001183,9.56,22,CH,retail,desktop,0.194,0
T000524,15.52,18,IT,retail,pos,0.133,0
T001059,19.64,22,CH,fuel,pos,0.153,0
T000540,40.5,11,CH,fuel,desktop,0.119,0
T001194,9.43,9,CH,restaurant,mobile,0.135,0
T001678,44.66,21,FR,restaurant,mobile,0.047,0
T000748,17.0,6,FR,fuel,desktop,0.16,0
T001851,71.18,16,CH,fuel,desktop,0.023,0
T001430,29.5,21,FR,restaurant,mobile,0.183,0
T000484,15.58,21,FR,fuel,pos,0.14,0
T001757,43.45,18,IT,restaurant,desktop,0.19,0
T000095,10.19,22,CH,fuel,mobile,0.165,0
T001020,33.57,17,CH,fuel,mobile,0.148,0
T000563,20.17,8,CH,grocery,mobile,0.133,0
T001264,27.16,13,CH,fuel,mobile,0.064,0
T000742,16.86,8,DE,grocery,mobile,0.069,0
T000863,72.06,13,IT,retail,mobile,0.178,0
T001598,24.84,18,IT,restaurant,mobile,0.13,0
T001714,17.79,9,CH,fuel,desktop,0.112,0
T001484,28.07,13,CH,grocery,pos,0.148,0
T000891,33.26,9,CH,grocery,mobile,0.059,0
T001577,49.35,10,CH,restaurant,mobile,0.059,0
T001038,28.07,16,CH,restaurant,mobile,0.1,0
T000206,33.42,13,CH,grocery,mobile,0.13,0
T000392,11.11,12,DE,grocery,pos,0.191,0
T000794,12.82,19,DE,restaurant,pos,0.136,0
T000870,22.06,22,DE,fuel,pos,0.166,0
T000397,55.28,22,DE,grocery,desktop,0.09,0
T000766,24.02,18,CH,retail,desktop,0.161,0
T001841,7.93,21,CH,retail,mobile,0.144,0
T001241,21.71,13,DE,retail,pos,0.082,0
T001028,35.45,6,DE,retail,mobile,0.143,0
T001792,22.29,12,DE,fuel,pos,0.058,0
T000642,20.99,7,CH,restaurant,desktop,0.012,0
T001891,24.63,8,CH,grocery,mobile,0.051,0
T000612,29.02,7,DE,fuel,mobile,0.055,0
T001762,25.67,7,CH,grocery,desktop,0.077,0
T000960,36.08,21,IT,fuel,mobile,0.172,0
T001570,39.51,9,CH,retail,mobile,0.105,0
T000725,21.97,9,CH,fuel,mobile,0.153,0
T000683,32.91,21,DE,restaurant,desktop,0.049,0
T000098,24.61,21,DE,grocery,mobile,0.132,0
T000804,18.9,20,CH,fuel,desktop,0.19,0
T001751,36.85,16,DE,fuel,desktop,0.101,0
T001597,84.31,9,CH,retail,mobile,0.137,0
T000406,12.93,15,CH,restaurant,pos,0.144,0
T000502,10.6,14,CH,retail,mobile,0.062,0
T001071,32.66,15,CH,retail,mobile,0.05,0
T001056,24.16,16,IT,grocery,mobile,0.148,0
T000929,23.58,7,CH,retail,mobile,0.152,0
T000779,35.6,18,CH,fuel,mobile,0.124,0
T000200,30.41,9,FR,grocery,mobile,0.136,0
T000134,14.13,20,CH,retail,desktop,0.105,0
T001051,31.11,9,DE,restaurant,mobile,0.013,0
T000040,38.21,20,CH,fuel,pos,0.095,0
T001017,18.35,16,FR,grocery,mobile,0.193,0
T000230,15.83,9,IT,grocery,desktop,0.037,0
T001513,8.01,14,IT,retail,mobile,0.014,0
T001796,20.26,16,CH,grocery,mobile,0.086,0
T000378,91.28,13,DE,restaurant,mobile,0.012,0
T000288,29.04,22,CH,retail,mobile,0.133,0
T000418,49.78,16,DE,retail,mobile,0.167,0
T001698,33.39,19,CH,fuel,mobile,0.154,0
T000391,32.96,6,FR,restaurant,desktop,0.04,0
T000592,32.7,15,CH,grocery,mobile,0.03,0
T001522,21.42,20,CH,restaurant,pos,0.135,0
T001162,10.66,19,DE,restaurant,desktop,0.111,0
T001086,45.52,17,DE,retail,desktop,0.104,0
T001495,81.75,9,FR,grocery,mobile,0.037,0
T000647,23.75,9,DE,grocery,mobile,0.02,0
T001152,16.72,12,CH,restaurant,mobile,0.086,0
T001367,14.01,12,CH,grocery,mobile,0.024,0
T000520,9.01,22,CH,restaurant,pos,0.174,0
T001862,39.49,18,DE,retail,mobile,0.156,0
T000064,39.95,20,DE,restaurant,desktop,0.146,0
T001836,12.35,19,CH,retail,mobile,0.144,0
T000014,8.72,11,CH,fuel,pos,0.034,0
T001180,27.33,15,DE,fuel,mobile,0.074,0
T001064,19.74,21,CH,fuel,desktop,0.186,0
T000492,25.7,22,FR,restaurant,mobile,0.072,0
T000379,15.1,7,CH,restaurant,mobile,0.093,0
T000187,23.48,12,FR,grocery,pos,0.104,0
T000763,23.16,22,FR,restaurant,desktop,0.186,0
T000216,15.43,16,DE,retail,pos,0.069,0
T000791,27.79,22,CH,retail,desktop,0.127,0
T001076,9.64,19,CH,grocery,desktop,0.186,0
T000878,24.29,8,CH,retail,mobile,0.056,0
T000337,20.23,16,CH,restaurant,mobile,0.079,0
T001772,16.88,21,CH,restaurant,desktop,0.136,0
T000719,23.71,16,DE,restaurant,desktop,0.183,0
T001748,27.49,13,CH,retail,pos,0.021,0
T000295,16.19,18,CH,fuel,mobile,0.011,0
T001725,47.07,10,DE,restaurant,mobile,0.066,0
T001016,16.6,19,CH,restaurant,mobile,0.091,0
T001275,26.71,9,CH,restaurant,desktop,0.013,0
T001750,4.85,20,CH,grocery,mobile,0.173,0
T001485,42.93,14,DE,fuel,desktop,0.024,0
T000455,15.25,10,DE,restaurant,desktop,0.028,0
T001996,111.98,2,BR,electronics,unknown,0.911,1
T000815,10.06,20,DE,fuel,mobile,0.184,0
T001886,15.09,16,CH,restaurant,mobile,0.094,0
T000269,26.53,6,CH,retail,desktop,0.167,0
T000995,20.72,8,FR,retail,desktop,0.058,0
T000201,34.35,18,CH,retail,pos,0.074,0
T000161,39.34,20,IT,grocery,mobile,0.085,0
T001579,15.09,19,FR,fuel,mobile,0.032,0
T000729,15.38,20,CH,restaurant,mobile,0.19,0
T000401,17.12,18,DE,fuel,desktop,0.156,0
T000702,16.08,13,CH,fuel,mobile,0.051,0
T001500,39.13,11,DE,retail,mobile,0.171,0
T001845,13.24,22,CH,retail,desktop,0.089,0
T001795,15.62,18,CH,fuel,mobile,0.067,0
T001129,29.88,21,CH,fuel,mobile,0.115,0
T000565,19.2,21,FR,grocery,mobile,0.158,0
T001413,89.93,11,FR,fuel,pos,0.05,0
T001021,17.39,10,CH,retail,pos,0.101,0
T001025,31.87,6,CH,grocery,mobile,0.18,0
T001411,34.25,10,CH,fuel,pos,0.021,0
T001895,19.65,19,CH,retail,mobile,0.106,0
T001585,37.18,20,IT,grocery,mobile,0.01,0
T001104,47.7,22,IT,retail,pos,0.178,0
T000205,13.98,14,CH,grocery,desktop,0.028,0
T000034,40.19,6,CH,fuel,mobile,0.085,0
T000775,9.56,8,CH,retail,desktop,0.173,0
T000508,25.26,6,CH,restaurant,desktop,0.181,0
T001451,68.12,18,FR,restaurant,mobile,0.155,0
T001478,14.4,19,DE,grocery,desktop,0.134,0
T001970,49.85,0,BR,travel,unknown,0.625,1
T001390,32.33,22,CH,fuel,desktop,0.173,0
T000091,43.87,11,DE,grocery,pos,0.199,0
T001363,13.68,12,IT,restaurant,mobile,0.113,0
T000897,26.79,12,CH,fuel,desktop,0.089,0
T000564,50.44,21,CH,fuel,desktop,0.075,0
T001369,14.43,7,CH,restaurant,desktop,0.145,0
T000776,15.86,14,CH,retail,mobile,0.01,0
T000241,22.9,11,FR,restaurant,pos,0.021,0
T000013,7.78,9,CH,grocery,mobile,0.177,0
T000315,24.84,7,CH,restaurant,mobile,0.196,0
T000600,38.64,14,CH,grocery,mobile,0.016,0
T000387,75.62,15,CH,fuel,pos,0.077,0
T001297,20.61,21,CH,grocery,mobile,0.125,0
T000166,40.17,17,CH,grocery,mobile,0.066,0
T000840,23.82,16,CH,grocery,pos,0.12,0
T000020,59.11,19,CH,retail,mobile,0.186,0
T000646,4.86,18,CH,grocery,desktop,0.184,0
T001842,17.65,18,DE,fuel,mobile,0.103,0
T001508,25.87,14,CH,retail,mobile,0.024,0
T001154,65.71,13,CH,fuel,pos,0.194,0
T001528,18.3,19,FR,restaurant,mobile,0.077,0
T000831,14.14,10,CH,fuel,pos,0.194,0
T001267,14.26,11,CH,grocery,mobile,0.065,0
T001590,12.89,15,CH,fuel,desktop,0.041,0
T001899,20.55,9,CH,retail,desktop,0.156,0
T000562,41.37,19,FR,retail,mobile,0.17,0
T001951,232.46,0,BR,gift_cards,emulator,0.814,1
T000686,21.24,16,DE,fuel,mobile,0.043,0
T000957,32.27,20,CH,grocery,desktop,0.024,0
T000189,9.89,18,CH,retail,pos,0.134,0
T001806,28.8,16,CH,retail,pos,0.123,0
T000975,7.9,16,CH,grocery,mobile,0.088,0
T000699,21.96,11,FR,restaurant,pos,0.063,0
T001499,35.01,10,FR,fuel,desktop,0.053,0
T001705,21.23,19,CH,restaurant,desktop,0.17,0
T000510,28.85,12,CH,fuel,desktop,0.032,0
T001082,20.23,19,DE,restaurant,mobile,0.164,0
T000474,65.82,10,CH,grocery,mobile,0.175,0
T001584,31.73,8,CH,restaurant,desktop,0.157,0
T000856,14.89,20,IT,grocery,pos,0.128,0
T000747,15.59,10,CH,fuel,pos,0.083,0
T000252,87.64,10,CH,retail,mobile,0.097,0
T000021,21.42,20,CH,grocery,mobile,0.081,0
T001337,20.46,21,CH,fuel,pos,0.167,0
T000459,11.96,15,FR,grocery,mobile,0.168,0
T001184,13.55,10,DE,grocery,mobile,0.115,0
T000276,27.64,7,FR,retail,pos,0.097,0
T000955,47.96,11,CH,grocery,mobile,0.175,0
T001215,51.87,19,FR,restaurant,desktop,0.086,0
T000385,26.85,18,CH,restaurant,pos,0.049,0
T000805,20.38,20,DE,fuel,pos,0.102,0
T001437,64.35,8,DE,grocery,desktop,0.085,0
T001515,22.8,15,DE,retail,mobile,0.06,0
T000343,18.1,8,DE,fuel,pos,0.193,0
T000769,72.78,14,CH,fuel,pos,0.147,0
T001332,21.58,19,CH,restaurant,mobile,0.189,0
T001685,50.03,17,IT,restaurant,mobile,0.198,0
T000130,9.68,16,DE,fuel,mobile,0.19,0
T001687,27.68,14,DE,grocery,mobile,0.151,0
T000871,15.2,18,FR,retail,desktop,0.184,0
T001123,12.36,6,CH,retail,mobile,0.067,0
T001396,10.93,11,CH,grocery,desktop,0.139,0
T000087,29.88,18,CH,grocery,pos,0.164,0
T001482,69.14,15,CH,retail,mobile,0.098,0
T000330,24.35,16,CH,retail,mobile,0.062,0
T001238,34.51,18,CH,retail,mobile,0.076,0
T000466,35.46,9,CH,retail,desktop,0.143,0
T000121,14.22,19,CH,retail,mobile,0.085,0
T001638,84.56,16,CH,grocery,mobile,0.106,0
T001044,22.12,18,CH,fuel,desktop,0.122,0
T001724,14.0,21,IT,fuel,desktop,0.163,0
T001095,23.37,13,CH,fuel,mobile,0.152,0
T001130,29.75,17,DE,fuel,desktop,0.025,0
T001294,25.77,17,DE,restaurant,mobile,0.058,0
T000860,27.71,13,CH,restaurant,mobile,0.015,0
T001459,36.74,12,IT,grocery,pos,0.099,0
T001126,29.42,7,CH,fuel,desktop,0.084,0
